ID,ORF_MA,ORF,GENE
3980,YLR024C,YLR024C,UBR2
3981,YMR012W,YMR012W,CLU1
3982,YIL129C,YIL129C,TAO3
3983,YJL130C,YJL130C,URA2
3984,YDL231C,YDL231C,BRE4
3985,YLR247C,YLR247C,IRC20
3986,YER138C,YER138C,YER138C
3987,YDR283C,YDR283C,GCN2
3988,YEL022W,YEL022W,GEA2
3989,YLR430W,YLR430W,SEN1
3990,YBR208C,YBR208C,"DUR1,2"
3991,YDR150W,YDR150W,NUM1
3992,YML039W,YML039W,YML039W
3993,YDL230W,YDL230W,PTP1
3994,YJR141W,YJR141W,IPA1
3995,YKL054C,YKL054C,DEF1
3996,YGL026C,YGL026C,TRP5
3997,YKL140W,YKL140W,TGL1
3998,YDR314C,YDR314C,RAD34
3999,YEL050C,YEL050C,RML2
4000,YLR215C,YLR215C,CDC123
4001,YNL280C,YNL280C,ERG24
4002,YJR060W,YJR060W,CBF1
4003,YPL183C,YPL183C,RTT10
4004,YPL264C,YPL264C,YPL264C
4005,YLL022C,YLL022C,HIF1
4006,YOR249C,YOR249C,APC5
4007,YBL054W,YBL054W,TOD6
4008,YPL061W,YPL061W,ALD6
4009,YFR028C,YFR028C,CDC14
4010,YGL207W,YGL207W,SPT16
4011,YMR231W,YMR231W,PEP5
4012,YAL061W,YAL061W,BDH2
4013,YIL073C,YIL073C,SPO22
4014,YFR014C,YFR014C,CMK1
4016,YNL275W,YNL275W,BOR1
4017,YFR007W,YFR007W,YFH7
4018,YMR065W,YMR065W,KAR5
4019,YJL006C,YJL006C,CTK2
4020,YML054C,YML054C,CYB2
4021,YKR029C,YKR029C,SET3
4022,YDL238C,YDL238C,GUD1
4023,YJL041W,YJL041W,NSP1
4024,YOL107W,YOL107W,YOL107W
4025,YMR152W,YMR152W,YIM1
4026,YNL005C,YNL005C,MRP7
4027,YLR233C,YLR233C,EST1
4028,YGL063W,YGL063W,PUS2
4029,YOR032C,YOR032C,HMS1
4030,YPL084W,YPL084W,BRO1
4031,YNL011C,YNL011C,YNL011C
4032,YBR102C,YBR102C,EXO84
4033,YMR204C,YMR204C,INP1
4034,YIR004W,YIR004W,DJP1
4035,YPL256C,YPL256C,CLN2
4036,YDL128W,YDL128W,VCX1
4037,YNR059W,YNR059W,MNT4
4038,YER064C,YER064C,VHR2
4039,YOR144C,YOR144C,ELG1
4040,YKL005C,YKL005C,BYE1
4041,YKL210W,YKL210W,UBA1
4042,YMR005W,YMR005W,TAF4
4043,YLR213C,YLR213C,CRR1
4044,YER028C,YER028C,MIG3
4045,YBR249C,YBR249C,ARO4
4046,YPL039W,YPL039W,YPL039W
4047,YMR239C,YMR239C,RNT1
4048,YNR074C,YNR074C,AIF1
4049,YNR035C,YNR035C,ARC35
4050,YHR007C,YHR007C,ERG11
4051,YDR265W,YDR265W,PEX10
4052,YDR123C,YDR123C,INO2
4053,YPL201C,YPL201C,YIG1
4054,YBL016W,YBL016W,FUS3
4055,YPL095C,YPL095C,EEB1
4056,YHR099W,YHR099W,TRA1
4057,YER125W,YER125W,RSP5
4058,YDR239C,YDR239C,YDR239C
4059,YBR243C,YBR243C,ALG7
4060,YDL031W,YDL031W,DBP10
4061,YPR161C,YPR161C,SGV1
4062,YJL034W,YJL034W,KAR2
4063,YGR079W,YGR079W,YGR079W
4064,YFR051C,YFR051C,RET2
4065,YGR166W,YGR166W,TRS65
4066,YDR261C,YDR261C,EXG2
4067,YOR023C,YOR023C,AHC1
4068,YML087C,YML087C,AIM33
4069,YLR177W,YLR177W,YLR177W
4070,YER070W,YER070W,RNR1
4071,YIL015W,YIL015W,BAR1
4072,YDR307W,YDR307W,PMT7
4073,YPL050C,YPL050C,MNN9
4074,YNL076W,YNL076W,MKS1
4075,YOL117W,YOL117W,RRI2
4076,YHR052W,YHR052W,CIC1
4077,YJR130C,YJR130C,STR2
4078,YIL041W,YIL041W,GVP36
4079,YPR139C,YPR139C,LOA1
4080,YPL118W,YPL118W,MRP51
4081,YOL136C,YOL136C,PFK27
4082,YMR198W,YMR198W,CIK1
4083,YLL058W,YLL058W,YLL058W
4084,YJL146W,YJL146W,IDS2
4085,YDR110W,YDR110W,FOB1
4086,YDR062W,YDR062W,LCB2
4087,YPL263C,YPL263C,KEL3
4088,YOR084W,YOR084W,LPX1
4089,YBL081W,YBL081W,YBL081W
4090,YOR315W,YOR315W,SFG1
4091,YLR265C,YLR265C,NEJ1
4092,YJL020C,YJL020C,BBC1
4093,YBR004C,YBR004C,GPI18
4094,YJR089W,YJR089W,BIR1
4095,YDR101C,YDR101C,ARX1
4096,YOR362C,YOR362C,PRE10
4097,YPL155C,YPL155C,KIP2
4098,YKR011C,YKR011C,YKR011C
4099,YBR202W,YBR202W,MCM7
4100,YLR291C,YLR291C,GCD7
4101,YER051W,YER051W,JHD1
4102,YCL032W,YCL032W,STE50
4103,YAL022C,YAL022C,FUN26
4104,YLR286C,YLR286C,CTS1
4105,YDL143W,YDL143W,CCT4
4106,YMR011W,YMR011W,HXT2
4107,YGR208W,YGR208W,SER2
4108,YDR028C,YDR028C,REG1
4109,YDL013W,YDL013W,SLX5
4110,YMR186W,YMR186W,HSC82
4111,YDL239C,YDL239C,ADY3
4112,YNL040W,YNL040W,YNL040W
4113,YDL074C,YDL074C,BRE1
4115,YER096W,YER096W,SHC1
4116,YAR003W,YAR003W,SWD1
4117,YIL135C,YIL135C,VHS2
4118,YOL049W,YOL049W,GSH2
4119,YEL053C,YEL053C,MAK10
4120,YLR345W,YLR345W,YLR345W
4121,YIL075C,YIL075C,RPN2
4122,YBR148W,YBR148W,YSW1
4123,YKR061W,YKR061W,KTR2
4124,YBR079C,YBR079C,RPG1
4125,YER099C,YER099C,PRS2
4126,YNL229C,YNL229C,URE2
4127,YJR152W,YJR152W,DAL5
4128,YCR065W,YCR065W,HCM1
4129,YLR273C,YLR273C,PIG1
4130,YDL160C,YDL160C,DHH1
4131,YGR088W,YGR088W,CTT1
4132,YPR152C,YPR152C,URN1
4133,YLR362W,YLR362W,STE11
4135,YLR324W,YLR324W,PEX30
4136,YDR336W,YDR336W,MRX8
4137,YDR119W,YDR119W,VBA4
4138,YJR007W,YJR007W,SUI2
4139,YOR292C,YOR292C,YOR292C
4140,YKL125W,YKL125W,RRN3
4141,YBR094W,YBR094W,PBY1
4143,YER151C,YER151C,UBP3
4144,YLR058C,YLR058C,SHM2
4145,YPL092W,YPL092W,SSU1
4146,YLR287C,YLR287C,YLR287C
4147,YBR281C,YBR281C,DUG2
4148,YJR015W,YJR015W,YJR015W
4149,YGL126W,YGL126W,SCS3
4150,YLR259C,YLR259C,HSP60
4151,YBL080C,YBL080C,PET112
4153,YDL063C,YDL063C,SYO1
4154,YLL062C,YLL062C,MHT1
4155,YGL171W,YGL171W,ROK1
4156,YMR033W,YMR033W,ARP9
4157,YCL064C,YCL064C,CHA1
4158,YMR064W,YMR064W,AEP1
4159,YDR237W,YDR237W,MRPL7
4160,YMR104C,YMR104C,YPK2
4161,YOR002W,YOR002W,ALG6
4162,YCR021C,YCR021C,HSP30
4163,YLR049C,YLR049C,YLR049C
4164,YOR377W,YOR377W,ATF1
4165,YGL229C,YGL229C,SAP4
4166,YAL067C,YAL067C,SEO1
4167,YOR140W,YOR140W,SFL1
4168,YCR079W,YCR079W,PTC6
4169,YLR206W,YLR206W,ENT2
4170,YPL188W,YPL188W,POS5
4171,YGR072W,YGR072W,UPF3
4172,YBR145W,YBR145W,ADH5
4173,YOR371C,YOR371C,GPB1
4174,YDR057W,YDR057W,YOS9
4175,YLR450W,YLR450W,HMG2
4176,YPL228W,YPL228W,CET1
4177,YGR157W,YGR157W,CHO2
4178,YDL021W,YDL021W,GPM2
4179,YPL088W,YPL088W,YPL088W
4180,YEL052W,YEL052W,AFG1
4181,YMR114C,YMR114C,YMR114C
4182,YPR118W,YPR118W,MRI1
4183,YIR034C,YIR034C,LYS1
4184,YDR096W,YDR096W,GIS1
4185,YNL042W,YNL042W,BOP3
4186,YPL255W,YPL255W,BBP1
4187,YER106W,YER106W,MAM1
4188,YGR284C,YGR284C,ERV29
4189,YGL240W,YGL240W,DOC1
4190,YDR480W,YDR480W,DIG2
4191,YNL098C,YNL098C,RAS2
4192,YLR439W,YLR439W,MRPL4
4193,YPR061C,YPR061C,JID1
4194,YPR011C,YPR011C,YPR011C
4195,YPL054W,YPL054W,LEE1
4196,YIL061C,YIL061C,SNP1
4197,YOL016C,YOL016C,CMK2
4198,YBR024W,YBR024W,SCO2
4199,YPR147C,YPR147C,YPR147C
4200,YDR058C,YDR058C,TGL2
4201,YJL159W,YJL159W,HSP150
4202,YFL044C,YFL044C,OTU1
4203,YOR123C,YOR123C,LEO1
4204,YOL096C,YOL096C,COQ3
4205,YNL232W,YNL232W,CSL4
4206,YMR087W,YMR087W,YMR087W
4207,YMR226C,YMR226C,YMR226C
4208,YLR209C,YLR209C,PNP1
4209,YGR120C,YGR120C,COG2
4210,YML041C,YML041C,VPS71
4211,YHR185C,YHR185C,PFS1
4213,YDL087C,YDL087C,LUC7
4214,YGL117W,YGL117W,YGL117W
4215,YOR220W,YOR220W,RCN2
4216,YER126C,YER126C,NSA2
4217,YDR503C,YDR503C,LPP1
4218,YJL174W,YJL174W,KRE9
4219,YKL040C,YKL040C,NFU1
4221,YHR012W,YHR012W,VPS29
4222,YMR312W,YMR312W,ELP6
4223,YGR207C,YGR207C,CIR1
4224,YPL162C,YPL162C,YPL162C
4225,YIL011W,YIL011W,TIR3
4226,YLR285W,YLR285W,NNT1
4227,YCR075C,YCR075C,ERS1
4228,YDR405W,YDR405W,MRP20
4229,YDL086W,YDL086W,YDL086W
4230,YAR008W,YAR008W,SEN34
4231,YLR414C,YLR414C,PUN1
4232,YDL202W,YDL202W,MRPL11
4233,YGR153W,YGR153W,YGR153W
4234,YCR018C,YCR018C,SRD1
4235,YHR026W,YHR026W,VMA16
4236,YNL158W,YNL158W,PGA1
4237,YNL038W,YNL038W,GPI15
4238,YDR298C,YDR298C,ATP5
4239,YDR167W,YDR167W,TAF10
4240,YDR408C,YDR408C,ADE8
4241,YHR089C,YHR089C,GAR1
4242,YDL212W,YDL212W,SHR3
4243,YDR084C,YDR084C,TVP23
4244,YMR222C,YMR222C,FSH2
4245,YJR014W,YJR014W,TMA22
4246,YLR119W,YLR119W,SRN2
4247,YIL132C,YIL132C,CSM2
4248,YER170W,YER170W,ADK2
4249,YGR226C,YGR226C,YGR226C
4250,YGR268C,YGR268C,HUA1
4251,YMR073C,YMR073C,IRC21
4252,YDR183W,YDR183W,PLP1
4253,YDR468C,YDR468C,TLG1
4254,YNR018W,YNR018W,RCF2
4255,YML001W,YML001W,YPT7
4256,YPR154W,YPR154W,PIN3
4257,YNL133C,YNL133C,FYV6
4258,YJL011C,YJL011C,RPC17
4259,YER134C,YER134C,YER134C
4261,YDL235C,YDL235C,YPD1
4262,YDL177C,YDL177C,YDL177C
4263,YHR152W,YHR152W,SPO12
4264,YPR149W,YPR149W,NCE102
4265,YHL043W,YHL043W,ECM34
4266,YDR404C,YDR404C,RPB7
4267,YGL106W,YGL106W,MLC1
4268,YGL031C,YGL031C,RPL24a
4270,YDL092W,YDL092W,SRP14
4272,YIL065C,YIL065C,FIS1
4273,YKL056C,YKL056C,TMA19
4274,YMR236W,YMR236W,TAF9
4275,YMR148W,YMR148W,OSW5
4276,YGL010W,YGL010W,MPO1
4277,YGL058W,YGL058W,RAD6
4278,YFL017C,YFL017C,GNA1
4279,YKL063C,YKL063C,YKL063C
4280,YPL223C,YPL223C,GRE1
4281,YDR529C,YDR529C,QCR7
4282,YHR049C-A,YHR049C-A,YHR049C-A
4283,YDL196W,YDL196W,YDL196W
4285,YBL078C,YBL078C,ATG8
4286,YLR311C,YLR311C,YLR311C
4287,YLL025W,YLL025W,PAU17
4288,YOL131W,YOL131W,YOL131W
4289,YHL018W,YHL018W,YHL018W
4290,YOR376W,YOR376W,YOR376W
4291,YER121W,YER121W,YER121W
4292,YDL162C,YDL162C,YDL162C
4293,YML058W,YML058W,SML1
4294,YGL007W,YGL007W,BRP1
4295,YKL058W,YKL058W,TOA2
4296,YDR029W,YDR029W,YDR029W
4298,YPL098C,YPL098C,MGR2
4299,YGL029W,YGL029W,CGR1
4300,YPR014C,YPR014C,YPR014C
4301,YGL220W,YGL220W,BOL2
4302,YGL070C,YGL070C,RPB9
4303,YBL048W,YBL048W,YBL048W
4304,YJL199C,YJL199C,MBB1
4305,YML075C,YML075C,HMG1
4306,YGL219C,YGL219C,MDM34
4307,YKR042W,YKR042W,UTH1
4309,YOR202W,YOR202W,HIS3
4310,YLR435W,YLR435W,TSR2
4311,YLR283W,YLR283W,YLR283W
4313,YLL036C,YLL036C,PRP19
4314,YLR216C,YLR216C,CPR6
4315,YGR152C,YGR152C,RSR1
4316,YPL237W,YPL237W,SUI3
4317,YNL204C,YNL204C,SPS18
4318,YPR124W,YPR124W,CTR1
4319,YCR012W,YCR012W,PGK1
4320,YJR088C,YJR088C,EMC2
4321,YLR197W,YLR197W,NOP56
4322,YDL186W,YDL186W,YDL186W
4323,YBR050C,YBR050C,REG2
4324,YLR375W,YLR375W,STP3
4325,YGL043W,YGL043W,DST1
4326,YNR075W,YNR075W,COS10
4327,YKR013W,YKR013W,PRY2
4328,YDR007W,YDR007W,TRP1
4329,YNL331C,YNL331C,AAD14
4330,YML040W,YML040W,YML040W
4331,YAR071W,YAR071W,PHO11
4332,YPL198W,YPL198W,RPL7b
4333,YGL131C,YGL131C,SNT2
4334,YGL218W,YGL218W,YGL218W
4335,YLR180W,YLR180W,SAM1
4336,YPL277C,YPL277C,YPL277C
4337,YFL059W,YFL059W,SNZ3
4338,YDR149C,YDR149C,YDR149C
4339,YJL195C,YJL195C,YJL195C
4340,YGR160W,YGR160W,YGR160W
4341,YIL177C,YIL177C,YIL177C
4342,YLR134W,YLR134W,PDC5
4343,YJR145C,YJR145C,RPS4a
4344,YER011W,YER011W,TIR1
4345,YEL076C-A,YEL076C-A,YEL076C-A
4346,YNL334C,YNL334C,SNO2
4347,YHR214C-B,YHR214C-B,YHR214C-B
4348,YGL008C,YGL008C,PMA1
4349,YNL033W,YNL033W,YNL033W
4350,YLR441C,YLR441C,RPS1a
4351,YGL135W,YGL135W,RPL1b
4352,YCL067C,YCL067C,HMLALPHA2
4353,YLR261C,YLR261C,VPS63
4354,YDL034W,YDL034W,YDL034W
4355,YGR219W,YGR219W,YGR219W
4356,YBR009C,YBR009C,HHF1
4357,YML102C-A,Unknown,Unknown
4358,YOL039W,YOL039W,RPP2a
4359,YOR102W,YOR102W,YOR102W
4360,YDR230W,YDR230W,YDR230W
4361,YBL100C,YBL100C,YBL100C
4362,YNL057W,YNL057W,YNL057W
4363,YOR105W,YOR105W,YOR105W
4364,YLR465C,YLR465C,YLR465C
4365,YLL065W,YLL065W,YLL065W
4366,YHR212C,YHR212C,YHR212C
4367,YDR521W,YDR521W,YDR521W
4368,YOL050C,YOL050C,YOL050C
4369,YDL163W,YDL163W,YDL163W
4370,YOR121C,YOR121C,YOR121C
4371,YPR044C,YPR044C,YPR044C
4372,YOR345C,YOR345C,YOR345C
4373,YJR020W,YJR020W,YJR020W
4374,YIL175W,YIL175W,YIL175W
4375,YPL142C,YPL142C,YPL142C
4376,YPL251W,YPL251W,YPL251W
4410,YGR270W,YGR270W,YTA7
4411,YOL078W,YOL078W,AVO1
4412,YAL063C,YAL063C,FLO9
4413,YLR371W,YLR371W,ROM2
4414,YKL038W,YKL038W,RGT1
4416,YLR466W,YLR466W,YRF1-4
4417,YCR093W,YCR093W,CDC39
4418,YIL115C,YIL115C,NUP159
4419,YER176W,YER176W,ECM32
4420,YBL101C,YBL101C,ECM21
4421,YFL008W,YFL008W,SMC1
4422,YGR296W,YGR296W,YRF1-3
4423,YDR141C,YDR141C,DOP1
4424,YDR420W,YDR420W,HKR1
4425,YER033C,YER033C,ZRG8
4426,YCR032W,YCR032W,BPH1
4427,YOL075C,YOL075C,YOL075C
4428,YPL283C,YPL283C,YRF1-7
4429,YDL102W,YDL102W,POL3
4430,YER166W,YER166W,DNF1
4431,YCR081W,YCR081W,SRB8
4432,YGR061C,YGR061C,ADE6
4433,YMR247C,YMR247C,RKR1
4434,YFR039C,YFR039C,OSW7
4435,YLR152C,YLR152C,YLR152C
4436,YER044C-A,YER044C-A,MEI4
4437,YDR243C,YDR243C,PRP28
4438,YBR105C,YBR105C,VID24
4439,YGL075C,YGL075C,MPS2
4440,YOL116W,YOL116W,MSN1
4441,YDR459C,YDR459C,PFA5
4442,YIL154C,YIL154C,IMP2'
4443,YHR078W,YHR078W,YHR078W
4444,YGL192W,YGL192W,IME4
4445,YHR194W,YHR194W,MDM31
4446,YDR303C,YDR303C,RSC3
4447,YBL103C,YBL103C,RTG3
4448,YMR092C,YMR092C,AIP1
4449,YKR097W,YKR097W,PCK1
4450,YOL063C,YOL063C,CRT10
4451,YPL020C,YPL020C,ULP1
4452,YNL231C,YNL231C,PDR16
4453,YEL046C,YEL046C,GLY1
4454,YMR208W,YMR208W,ERG12
4455,YPR004C,YPR004C,AIM45
4456,YBR248C,YBR248C,HIS7
4457,YPL191C,YPL191C,YPL191C
4458,YOR242C,YOR242C,SSP2
4459,YJR125C,YJR125C,ENT3
4460,YHR018C,YHR018C,ARG4
4461,YOR059C,YOR059C,LPL1
4462,YLR138W,YLR138W,NHA1
4463,YJR068W,YJR068W,RFC2
4464,YBR044C,YBR044C,TCM62
4465,YLL032C,YLL032C,YLL032C
4466,YLR191W,YLR191W,PEX13
4467,YDR144C,YDR144C,MKC7
4468,YMR067C,YMR067C,UBX4
4469,YKL217W,YKL217W,JEN1
4470,YER088C,YER088C,DOT6
4471,YOR348C,YOR348C,PUT4
4472,YOL128C,YOL128C,YGK3
4473,YDR259C,YDR259C,YAP6
4474,YNR066C,YNR066C,YNR066C
4475,YLR413W,YLR413W,INA1
4476,YGL176C,YGL176C,YGL176C
4477,YDR009W,YDR009W,GAL3
4478,YPL184C,YPL184C,MRN1
4479,YKL179C,YKL179C,COY1
4480,YBR056W,YBR056W,YBR056W
4481,YNL066W,YNL066W,SUN4
4482,YJR154W,YJR154W,YJR154W
4483,YER005W,YER005W,YND1
4484,YJL123C,YJL123C,MTC1
4485,YDR321W,YDR321W,ASP1
4486,YCR002C,YCR002C,CDC10
4487,YDR222W,YDR222W,YDR222W
4488,YAL047C,YAL047C,SPC72
4489,YGL160W,YGL160W,AIM14
4490,YKL093W,YKL093W,MBR1
4491,YER095W,YER095W,RAD51
4492,YER086W,YER086W,ILV1
4493,YDR460W,YDR460W,TFB3
4494,YDR496C,YDR496C,PUF6
4495,YGR171C,YGR171C,MSM1
4496,YLR182W,YLR182W,SWI6
4497,YGL048C,YGL048C,RPT6
4498,YER157W,YER157W,COG3
4499,YIL079C,YIL079C,AIR1
4500,YHL038C,YHL038C,CBP2
4501,YJL047C,YJL047C,RTT101
4502,YNL254C,YNL254C,RTC4
4503,YGL169W,YGL169W,SUA5
4504,YIL136W,YIL136W,OM45
4505,YKL022C,YKL022C,CDC16
4506,YDL214C,YDL214C,PRR2
4507,YLR222C,YLR222C,UTP13
4508,YGL055W,YGL055W,OLE1
4509,YHR028C,YHR028C,DAP2
4510,YDL044C,YDL044C,MTF2
4511,YBL060W,YBL060W,YEL1
4512,YEL002C,YEL002C,WBP1
4513,YMR097C,YMR097C,MTG1
4514,YGR198W,YGR198W,YPP1
4515,YJL057C,YJL057C,IKS1
4516,YDR395W,YDR395W,SXM1
4517,YBR288C,YBR288C,APM3
4518,YER024W,YER024W,YAT2
4519,YOL137W,YOL137W,BSC6
4520,YKL089W,YKL089W,MIF2
4521,YMR093W,YMR093W,UTP15
4522,YDR514C,YDR514C,YDR514C
4523,YDR386W,YDR386W,MUS81
4524,YFR010W,YFR010W,UBP6
4526,YOR160W,YOR160W,MTR10
4527,YNR050C,YNR050C,LYS9
4529,YER047C,YER047C,SAP1
4530,YKR079C,YKR079C,TRZ1
4531,YFL030W,YFL030W,AGX1
4532,YOR176W,YOR176W,HEM15
4533,YKL018W,YKL018W,SWD2
4534,YDR358W,YDR358W,GGA1
4535,YMR168C,YMR168C,CEP3
4536,YLR240W,YLR240W,VPS34
4537,YGL028C,YGL028C,SCW11
4538,YPL069C,YPL069C,BTS1
4539,YKR050W,YKR050W,TRK2
4540,YDR415C,YDR415C,YDR415C
4541,YNL218W,YNL218W,MGS1
4542,YML082W,YML082W,YML082W
4543,YHR208W,YHR208W,BAT1
4544,YPL181W,YPL181W,CTI6
4545,YLL031C,YLL031C,GPI13
4546,YER161C,YER161C,SPT2
4547,YNL308C,YNL308C,KRI1
4548,YNL124W,YNL124W,NAF1
4549,YJR100C,YJR100C,AIM25
4550,YBL033C,YBL033C,RIB1
4551,YLR067C,YLR067C,PET309
4552,YHR206W,YHR206W,SKN7
4553,YOR349W,YOR349W,CIN1
4554,YKR077W,YKR077W,MSA2
4555,YHR039C,YHR039C,MSC7
4557,YHR061C,YHR061C,GIC1
4558,YPL096W,YPL096W,PNG1
4559,YKL218C,YKL218C,SRY1
4560,YLR077W,YLR077W,FMP25
4561,YHR183W,YHR183W,GND1
4562,YAL041W,YAL041W,CDC24
4563,YJL033W,YJL033W,HCA4
4564,YPL236C,YPL236C,ENV7
4565,YOL013C,YOL013C,HRD1
4566,YMR223W,YMR223W,UBP8
4567,YIL042C,YIL042C,PKP1
4568,YAR044W,YAR044W,OSH1
4569,YJL091C,YJL091C,GWT1
4570,YBL029W,YBL029W,YBL029W
4571,YOR043W,YOR043W,WHI2
4572,YOR356W,YOR356W,CIR2
4573,YKL116C,YKL116C,PRR1
4574,YBL106C,YBL106C,SRO77
4575,YLR105C,YLR105C,SEN2
4576,YCL025C,YCL025C,AGP1
4577,YPL125W,YPL125W,KAP120
4578,YJR142W,YJR142W,YJR142W
4579,YBR241C,YBR241C,YBR241C
4580,YLR099C,YLR099C,ICT1
4581,YBR180W,YBR180W,DTR1
4582,YHR129C,YHR129C,ARP1
4583,YNR021W,YNR021W,YNR021W
4584,YKL148C,YKL148C,SDH1
4585,YDR164C,YDR164C,SEC1
4586,YLR224W,YLR224W,UCC1
4587,YCR026C,YCR026C,NPP1
4588,YIL104C,YIL104C,SHQ1
4589,YOR279C,YOR279C,RFM1
4590,YKL216W,YKL216W,URA1
4591,YEL016C,YEL016C,NPP2
4592,YNL207W,YNL207W,RIO2
4593,YDL109C,YDL109C,YDL109C
4595,YPR084W,YPR084W,YPR084W
4596,YLR396C,YLR396C,VPS33
4597,YGL257C,YGL257C,MNT2
4598,YNL268W,YNL268W,LYP1
4599,YDR030C,YDR030C,RAD28
4600,YJR098C,YJR098C,YJR098C
4601,YBL091C,YBL091C,MAP2
4602,YLL028W,YLL028W,TPO1
4603,YNL197C,YNL197C,WHI3
4604,YGL023C,YGL023C,PIB2
4605,YML061C,YML061C,PIF1
4606,YDL028C,YDL028C,MPS1
4608,YLR002C,YLR002C,NOC3
4609,YOR119C,YOR119C,RIO1
4610,YGL221C,YGL221C,NIF3
4611,YML111W,YML111W,BUL2
4612,YDL153C,YDL153C,SAS10
4613,YKL078W,YKL078W,DHR2
4614,YLR144C,YLR144C,ACF2
4615,YOR192C,YOR192C,THI72
4616,YIL072W,YIL072W,HOP1
4617,YNL182C,YNL182C,IPI3
4618,YDR221W,YDR221W,GTB1
4619,YMR206W,YMR206W,YMR206W
4620,YLR241W,YLR241W,CSC1
4621,YOR322C,YOR322C,LDB19
4622,YJL071W,YJL071W,ARG2
4623,YOL057W,YOL057W,YOL057W
4624,YDR376W,YDR376W,ARH1
4625,YNL292W,YNL292W,PUS4
4626,YFL026W,YFL026W,STE2
4627,YLR288C,YLR288C,MEC3
4628,YOL065C,YOL065C,INP54
4629,YCR092C,YCR092C,MSH3
4630,YIL092W,YIL092W,YIL092W
4631,YLR417W,YLR417W,VPS36
4632,YGL228W,YGL228W,SHE10
4633,YLR394W,YLR394W,CST9
4634,YOR058C,YOR058C,ASE1
4635,YDL122W,YDL122W,UBP1
4636,YJL045W,YJL045W,YJL045W
4637,YML115C,YML115C,VAN1
4638,YHR002W,YHR002W,LEU5
4639,YML043C,YML043C,RRN11
4640,YOR127W,YOR127W,RGA1
4641,YDR129C,YDR129C,SAC6
4642,YJL073W,YJL073W,JEM1
4643,YMR115W,YMR115W,MGR3
4644,YHR098C,YHR098C,SFB3
4645,YML107C,YML107C,PML39
4646,YPL171C,YPL171C,OYE3
4647,YDR419W,YDR419W,RAD30
4648,YJL139C,YJL139C,YUR1
4649,YMR154C,YMR154C,RIM13
4650,YFR050C,YFR050C,PRE4
4651,YKR004C,YKR004C,ECM9
4652,YDL006W,YDL006W,PTC1
4653,YKL206C,YKL206C,ADD66
4654,YPR027C,YPR027C,YPR027C
4655,YPL246C,YPL246C,RBD2
4656,YNL320W,YNL320W,YNL320W
4657,YJR111C,YJR111C,PXP2
4658,YHR160C,YHR160C,PEX18
4659,YNR068C,YNR068C,YNR068C
4660,YLR404W,YLR404W,SEI1
4661,YFR027W,YFR027W,ECO1
4662,YNL289W,YNL289W,PCL1
4663,YGR066C,YGR066C,YGR066C
4664,YNL314W,YNL314W,DAL82
4665,YPR015C,YPR015C,YPR015C
4666,YIL114C,YIL114C,POR2
4667,YOL102C,YOL102C,TPT1
4668,YHR133C,YHR133C,NSG1
4669,YGR262C,YGR262C,BUD32
4670,YML003W,YML003W,YML003W
4672,YGL005C,YGL005C,COG7
4673,YNR040W,YNR040W,YNR040W
4674,YER148W,YER148W,SPT15
4675,YDR304C,YDR304C,CPR5
4676,YDR399W,YDR399W,HPT1
4677,YJL121C,YJL121C,RPE1
4678,YJR012C,YJR012C,YJR012C
4679,YKR045C,YKR045C,YKR045C
4680,YMR197C,YMR197C,VTI1
4681,YHR127W,YHR127W,YHR127W
4682,YDR391C,YDR391C,YDR391C
4683,YDR003W,YDR003W,RCR2
4684,YIL010W,YIL010W,DOT5
4685,YMR202W,YMR202W,ERG2
4686,YNR061C,YNR061C,YNR061C
4687,YPL267W,YPL267W,ACM1
4688,YOR367W,YOR367W,SCP1
4689,YDR302W,YDR302W,GPI11
4690,YLR118C,YLR118C,YLR118C
4691,YNL306W,YNL306W,MRPS18
4692,YPL213W,YPL213W,LEA1
4693,YOL149W,YOL149W,DCP1
4694,YDL115C,YDL115C,IWR1
4695,YDL018C,YDL018C,ERP3
4696,YDR013W,YDR013W,PSF1
4697,YNR049C,YNR049C,MSO1
4698,YPR028W,YPR028W,YOP1
4699,YPR046W,YPR046W,MCM16
4700,YDL046W,YDL046W,NPC2
4701,YMR255W,YMR255W,GFD1
4702,YPR067W,YPR067W,ISA2
4703,YLR109W,YLR109W,AHP1
4704,YGL231C,YGL231C,EMC4
4705,YDL192W,YDL192W,ARF1
4706,YGL018C,YGL018C,JAC1
4707,YDR454C,YDR454C,GUK1
4708,YLR021W,YLR021W,IRC25
4709,YIL161W,YIL161W,YIL161W
4710,YJL161W,YJL161W,FMP33
4711,YOL067C,YOL067C,RTG1
4712,YPL010W,YPL010W,RET3
4713,YPL108W,YPL108W,YPL108W
4714,YER150W,YER150W,SPI1
4715,YLR008C,YLR008C,PAM18
4716,YCR090C,YCR090C,YCR090C
4718,YGR102C,YGR102C,GTF1
4719,YBR137W,YBR137W,YBR137W
4720,YNL255C,YNL255C,GIS2
4721,YLR193C,YLR193C,UPS1
4722,YEL039C,YEL039C,CYC7
4723,YNR046W,YNR046W,TRM112
4725,YLR110C,YLR110C,CCW12
4726,YER072W,YER072W,VTC1
4727,YPR170C,YPR170C,YPR170C
4728,YGL087C,YGL087C,MMS2
4729,YCL002C,YCL002C,YCL002C
4730,YLR334C,YLR334C,YLR334C
4731,YJL086C,YJL086C,YJL086C
4732,YGR236C,YGR236C,SPG1
