TARGET_ID
3929
4166
6497
6989
6109
6998
2974
4412
2142
3477
2123
2090
4793
365
4141
4893
6427
5748
2559
6076
6398
4032
6785
989
4438
2925
3339
5852
3383
3736
6758
2109
4888
2556
3873
3895
6841
2071
147
3623
966
6764
3675
6821
1541
619
5349
5049
1817
5648
5155
5304
4719
4903
6805
585
3211
6676
5694
4172
2881
247
4122
3242
2213
1552
2002
3341
609
3263
5615
3583
3759
2884
6760
5684
5055
1172
237
6041
5886
1936
6818
2050
2779
1181
835
5194
5061
2990
557
4581
5221
3296
2364
1394
6395
142
700
6471
6535
2080
5667
2311
6869
2516
2676
2467
2861
2859
3377
4099
6707
3561
789
839
5919
3990
768
2949
5474
145
5966
5443
517
6018
1227
5345
3133
1957
2121
3876
2584
4881
6387
1348
6039
6391
3927
4996
214
2646
1371
3670
3765
5485
6730
4579
2022
4059
5598
4748
104
1059
4456
4045
1466
5516
2056
1644
1177
5344
3792
2514
2795
1963
1801
1609
1560
5195
6530
5608
2749
1952
5329
6700
6675
1778
3457
3446
153
1906
2072
3636
114
5584
4923
4517
5434
2289
1860
1211
4889
6739
5733
6277
5817
2269
3905
5672
1271
4777
2491
363
370
5671
4352
6555
400
4157
5491
949
5766
1630
2684
2057
6254
4920
3217
2726
5086
2378
1938
1579
61
2601
2370
3299
6512
6521
1435
925
6824
3255
51
5181
2894
750
4102
6840
5388
5892
2333
3646
3829
4576
3493
1219
600
5348
672
2452
1474
6770
1917
5100
4907
1179
4486
3821
6428
1366
5158
3327
5865
3318
253
6783
4319
5234
92
625
1550
3302
4234
6124
2230
5569
2528
6936
4162
5172
3642
5861
5697
5585
4587
6449
4963
6040
6661
3467
4426
2661
6791
3742
602
1688
2128
846
6633
6905
1823
44
733
3771
2573
357
5246
712
6308
640
3153
1101
5113
755
4755
2116
3482
4128
123
3651
4894
5075
5169
1493
1330
1543
4227
5550
650
4168
4431
4744
3860
68
3421
1176
5668
3016
995
2228
4716
2751
4629
4417
5480
4994
4813
3926
3461
982
732
1998
1178
4780
6985
1841
1377
6133
1246
1689
1696
4771
366
803
334
1649
6666
4111
4022
6830
4261
606
5339
6567
3984
3993
3901
6534
2270
5906
5808
2280
6389
5069
2122
731
1561
268
2739
896
4506
5122
4242
5336
3261
1631
6314
2275
3596
2282
1499
4232
5954
2045
1927
6845
1942
4283
2205
6762
5449
4705
4808
6745
5867
4909
3474
4322
4925
2610
964
2522
6782
6393
494
4262
583
5497
5837
5192
5655
5300
3234
287
4969
3238
285
6883
5361
4369
4292
1381
4130
777
1969
3138
53
4612
3424
5205
6275
1397
6335
1808
5298
1006
4105
4922
2666
5995
2302
6446
1280
6453
2807
6132
5369
5802
3410
1728
246
4036
2424
567
2935
6405
2503
3375
3368
1673
6987
6797
6665
4694
3321
1367
3097
2888
1619
4593
5815
5464
580
1107
2309
4429
3579
978
1822
6884
5831
3915
2747
2103
1057
4270
3621
5466
2770
916
4213
4229
1849
3269
3453
6552
6493
6279
129
1921
6846
1636
4113
5008
2051
1203
3570
2995
1714
6578
1524
6212
1623
4153
6074
2157
1084
3805
905
577
2303
5355
6899
659
5628
2570
5956
6709
6329
4700
6934
6307
4510
689
3673
826
5898
754
3119
3254
1396
1480
4354
5021
5252
4060
5351
6776
4606
942
2611
5046
1078
1722
