SNP_ID,GENE_ID,--,02,01,12,20,10,21,00,11,22
0,0,32,,,,,6,,,32,
0,1,50,,11,2,,114,,,50,
0,2,141,3,295,9,,255,,127,14,
0,3,76,,90,1,1,39,,59,17,
0,4,48,,137,1,,12,,38,10,
0,5,17,,,,,6,,17,,
0,6,60,,42,,,3,,56,4,
0,8,27,,29,,,,,22,5,
0,9,1,,18,,,,,1,,
0,11,33,,24,,,,,33,,
0,12,1283,38,639,25,,742,,508,775,
0,14,,,,,,4,,,,
0,15,2,,1,,,,,,2,
0,18,10,,1,,,4,,5,5,
0,19,634,2,217,12,1,451,2,175,459,
0,20,4,,14,,,,,3,1,
0,21,34,,60,,,19,,17,17,
0,22,7,,3,,,,,7,,
0,23,65,2,52,,,3,,65,,
0,24,1,,12,,,5,,1,,
0,25,4,,1,,,19,,3,1,
0,26,830,14,680,15,111,148,48,470,350,10
0,27,3,3,5,,,1,,3,,
0,28,740,76,504,12,1,502,,311,429,
0,29,976,3,486,18,2,595,1,403,573,
0,30,1,,1,,,13,,,1,
0,31,41,,13,,,8,1,15,26,
0,32,175,,61,2,,45,1,99,76,
0,33,98,,1,135,59,15,,93,5,
0,34,20,,,,,,,,20,
0,35,163,3,51,4,,133,,61,102,
0,36,,,,,,10,,,,
0,37,,,1,,,,,,,
0,38,,,6,,,,,,,
0,39,65,,37,2,3,64,3,6,59,
0,40,,6,,8,,96,,,,
0,41,45,1,30,,,2,,39,6,
0,42,32,,74,,,10,,28,4,
0,43,5,,24,,,,,5,,
0,44,77,4,72,,2,39,,75,2,
0,45,18,,38,,2,6,,18,,
0,46,89,,157,,,24,,68,21,
0,47,,6,66,11,,,,,,
0,48,38,,34,36,,,2,,38,
0,49,643,14,242,17,,424,,217,426,
0,50,116,1,50,1,,28,,83,33,
0,51,133,,39,,3,202,,86,47,
0,52,40,,,,,36,,2,38,
0,54,84,,2,1,,31,,,84,
0,55,24,2,39,1,,3,,20,4,
0,56,1104,42,489,47,19,541,18,500,602,2
0,58,8,,2,,,,,,8,
0,60,6,,6,,,,,6,,
0,61,2,,1,,,,,2,,
0,62,160,9,68,3,3,34,,81,79,
0,63,17,1,21,,,17,,17,,
0,64,513,28,393,16,1,218,1,319,194,
0,65,56,,88,,,14,,49,7,
0,66,73,1,148,1,,21,,47,26,
0,67,22,,,1,,7,,,22,
0,68,12,,37,,,,,,12,
0,69,128,6,66,5,,50,,33,95,
0,71,846,11,239,22,,545,,241,605,
0,72,90,,17,,,,2,,90,
0,73,85,,17,,2,33,2,12,73,
0,74,162,1,48,1,,176,,89,73,
0,75,11,,,,,6,,8,3,
0,77,20,,2,,,8,,2,18,
0,78,16,,,1,,24,,,16,
0,79,22,,4,1,,34,,1,21,
0,80,1249,4,274,9,3,666,3,336,913,
0,81,2,,,,,30,,2,,
0,82,34,,6,,,,,34,,
0,84,64,1,60,,,4,1,41,23,
0,85,63,1,18,,,1,,63,,
0,86,455,16,416,13,57,138,112,303,150,2
0,87,320,38,74,26,,208,,201,119,
0,88,24,,33,,,2,,5,19,
0,89,7,,14,,,,,6,1,
0,90,1273,23,307,46,18,771,16,371,901,1
0,91,982,18,386,21,,501,,374,608,
0,93,1092,20,368,41,,741,,460,632,
0,94,1,,,,,,,,1,
0,95,1,,,,,,,,1,
0,96,2135,44,927,57,28,1132,31,825,1308,2
0,99,924,7,753,14,11,461,6,543,380,1
0,100,,,,,,6,,,,
0,101,82,1,14,2,,54,,29,53,
0,103,44,19,25,,2,12,1,18,26,
0,104,104,3,88,1,,5,,101,3,
0,105,82,3,108,,,2,1,58,24,
0,106,11,,,,,,,11,,
0,107,49,,3,,,3,,49,,
0,108,101,,169,,1,11,4,70,31,
0,109,1764,7,686,29,13,890,10,588,1175,1
0,110,,,,,,1,,,,
0,111,31,,1,1,,4,,,31,
0,112,157,1,351,1,2,87,,132,25,
0,113,18,,3,,,,,18,,
0,114,113,2,89,,,,2,84,29,
0,116,155,1,53,3,,116,,45,110,
0,117,174,,39,5,,243,,39,135,
0,118,121,3,49,,,2,,117,4,
0,119,187,1,69,1,1,8,1,178,9,
0,121,116,1,192,2,2,197,,72,44,
0,122,2,,,,,4,,2,,
0,124,7,,56,,,,,7,,
0,125,49,,4,,,18,,15,34,
0,126,42,1,95,,,18,,40,2,
0,127,41,3,51,,,,,41,,
0,128,15,,7,,,,,6,9,
0,129,9,,,,,,,9,,
0,130,3,20,1,,8,1,2,3,,
0,131,121,1,28,1,,102,,34,87,
0,132,1,,,,,,,,1,
0,134,41,,3,,,,,11,30,
0,137,556,9,148,9,,526,,119,437,
0,138,1,,1,,,11,,,1,
0,139,,,6,,,,,,,
0,140,,,,,,16,,,,
0,141,,,,,,13,,,,
0,142,73,,29,1,1,75,,67,6,
0,143,107,,89,68,6,34,7,71,36,
0,144,74,5,8,2,1,139,,32,42,
0,145,79,2,50,,,54,,68,11,
0,146,161,,72,3,8,129,9,43,118,
0,147,82,3,52,3,,3,,81,1,
0,148,33,,21,,,22,,2,31,
0,149,151,,6,2,,34,,,151,
0,150,14,,,,,5,,,14,
0,151,567,10,238,11,,336,,265,302,
0,152,33,,2,,,3,,,33,
0,153,1,,,,,,,,1,
0,154,1,,12,,,,,1,,
0,156,45,,14,,2,51,,44,1,
0,157,280,,28,3,2,218,2,58,222,
0,158,1,,,,13,,4,1,,
0,159,22,,,,,28,,18,4,
0,160,2,,,,,1,,2,,
0,161,,,,,,49,,,,
0,163,40,,3,,,11,,39,1,
0,165,73,,10,,,25,,7,66,
0,167,21,,,1,,9,,,21,
0,168,52,1,17,1,,97,,13,39,
0,169,3,,,,,2,,1,2,
0,170,260,,5,,1,68,,222,38,
0,171,185,7,57,,,14,1,118,67,
0,172,5,,,,,5,,,5,
0,173,288,,54,86,,131,,21,267,
0,174,4,,,,,1,,,4,
0,175,419,10,368,3,,164,,202,217,
0,177,57,,8,,,62,,18,39,
0,178,77,,27,1,,42,,7,70,
0,179,381,25,537,11,4,51,4,296,84,1
0,180,61,,1,1,,19,,,61,
0,183,,,1,,,,,,,
0,184,27,1,22,,,8,,8,19,
0,185,,,5,,,,,,,
0,187,154,1,65,,,28,,148,6,
0,188,2,,,,,18,,2,,
0,189,147,2,36,,2,34,,147,,
0,190,1670,2,478,85,3,897,4,371,1299,
0,191,,,,,,1,,,,
0,192,3,,,,,52,,3,,
0,194,24,,,,,70,,14,10,
0,195,109,4,35,,2,53,,72,37,
0,196,4,,17,,,,,,4,
0,197,152,6,144,3,,25,,39,113,
0,198,118,3,58,12,,60,2,22,96,
0,200,165,4,101,1,2,39,1,152,13,
0,201,4,,2,,,3,,2,2,
0,202,6,,9,,,,,6,,
0,203,18,,24,,,,2,5,13,
0,205,52,,44,,1,8,,30,22,
0,206,175,3,181,1,4,74,2,161,14,
0,208,21,,16,1,,58,,10,11,
0,210,27,,,,3,1,,27,,
0,211,53,1,9,,1,4,,49,4,
0,212,292,4,109,5,,119,,64,228,
0,213,24,,40,,1,114,2,5,19,
0,214,105,4,36,1,,11,,97,8,
0,216,57,,,1,,20,,,57,
0,218,1280,21,599,30,9,700,15,426,854,
0,219,52,3,13,2,,11,,5,47,
0,220,110,,38,1,,75,,,110,
0,221,101,,19,,2,45,,62,39,
0,222,105,,15,2,2,133,1,8,97,
0,223,96,3,191,1,,14,,86,10,
0,224,,,4,,,,,,,
0,225,42,2,12,1,,56,,22,20,
0,226,3,,,,,10,,3,,
0,227,422,4,197,5,,100,,343,79,
0,228,7,,,1,,25,,,7,
0,229,289,29,188,1,6,177,8,167,122,
0,230,304,14,269,9,,254,,216,87,1
0,231,68,2,62,,,1,,65,3,
0,232,4,,7,,,,,4,,
0,234,4,,,,,7,,,4,
0,236,19,2,7,1,,1,,19,,
0,237,55,2,19,,,6,,49,6,
0,238,25,,,,,5,,2,23,
0,239,59,,14,,,,1,,59,
0,240,1470,25,609,54,,783,,550,920,
0,241,6,,,,,,,,6,
0,242,5,,,,,2,,1,4,
0,243,6,,2,,,6,,,6,
0,244,23,1,9,,1,,1,23,,
0,245,29,,7,,11,109,51,26,3,
0,246,185,,5,2,,37,,6,179,
0,247,1789,26,575,50,16,904,16,627,1161,1
0,248,73,1,50,1,9,53,38,34,39,
0,249,3,,1,,,,6,3,,
0,250,655,11,253,9,3,362,4,265,390,
